entry_id,category,substance,formulation_policy,formulation_detail,primary_indication,priority,evidence_tier,source_hint,status,assignee,final_tier,notes,last_updated,algo_version_pinned,data_freeze_policy,deprecation_policy
INFL-INF02,inflammation,boswellia,merge,standardized protocol 2,systemic_inflammation,medium,P1,PMID: 451002,pending,,,Track inflammatory biomarkers for boswellia entry 2,2024-05-01T00:00:00Z,,,
INFL-INF03,inflammation,omega_3,split,standardized protocol 3,recovery,medium,P1,PMID: 451003,pending,,,Track inflammatory biomarkers for omega_3 entry 3,2024-05-01T00:00:00Z,,,
INFL-INF04,inflammation,ginger,merge,standardized protocol 4,joint_pain,low,P2,PMID: 451004,pending,,,Track inflammatory biomarkers for ginger entry 4,2024-05-01T00:00:00Z,,,
INFL-INF05,inflammation,quercetin,merge,standardized protocol 5,skin_inflammation,high,P0,PMID: 451005,pending,,,Track inflammatory biomarkers for quercetin entry 5,2024-05-01T00:00:00Z,,,
INFL-INF06,inflammation,bromelain,split,standardized protocol 6,joint_pain,medium,P1,PMID: 451006,pending,,,Track inflammatory biomarkers for bromelain entry 6,2024-05-01T00:00:00Z,,,
INFL-INF07,inflammation,green_tea,merge,standardized protocol 7,systemic_inflammation,medium,P1,PMID: 451007,pending,,,Track inflammatory biomarkers for green_tea entry 7,2024-05-01T00:00:00Z,,,
INFL-INF08,inflammation,resveratrol,merge,standardized protocol 8,recovery,low,P2,PMID: 451008,pending,,,Track inflammatory biomarkers for resveratrol entry 8,2024-05-01T00:00:00Z,,,
INFL-INF09,inflammation,astaxanthin,split,standardized protocol 9,joint_pain,high,P0,PMID: 451009,pending,,,Track inflammatory biomarkers for astaxanthin entry 9,2024-05-01T00:00:00Z,,,
INFL-INF10,inflammation,pycnogenol,merge,standardized protocol 10,skin_inflammation,medium,P1,PMID: 451010,pending,,,Track inflammatory biomarkers for pycnogenol entry 10,2024-05-01T00:00:00Z,,,
INFL-INF11,inflammation,collagen,merge,standardized protocol 11,joint_pain,medium,P1,PMID: 451011,pending,,,Track inflammatory biomarkers for collagen entry 11,2024-05-01T00:00:00Z,,,
INFL-INF12,inflammation,msm,split,standardized protocol 12,systemic_inflammation,low,P2,PMID: 451012,pending,,,Track inflammatory biomarkers for msm entry 12,2024-05-01T00:00:00Z,,,
INFL-INF13,inflammation,hyaluronic_acid,merge,standardized protocol 13,recovery,high,P0,PMID: 451013,pending,,,Track inflammatory biomarkers for hyaluronic_acid entry 13,2024-05-01T00:00:00Z,,,
INFL-INF14,inflammation,sulforaphane,merge,standardized protocol 14,joint_pain,medium,P1,PMID: 451014,pending,,,Track inflammatory biomarkers for sulforaphane entry 14,2024-05-01T00:00:00Z,,,
INFL-INF15,inflammation,vitamin_c,split,standardized protocol 15,skin_inflammation,medium,P1,PMID: 451015,pending,,,Track inflammatory biomarkers for vitamin_c entry 15,2024-05-01T00:00:00Z,,,
INFL-INF16,inflammation,vitamin_e,merge,standardized protocol 16,joint_pain,low,P2,PMID: 451016,pending,,,Track inflammatory biomarkers for vitamin_e entry 16,2024-05-01T00:00:00Z,,,
INFL-INF17,inflammation,turmeric_oil,merge,standardized protocol 17,systemic_inflammation,high,P0,PMID: 451017,pending,,,Track inflammatory biomarkers for turmeric_oil entry 17,2024-05-01T00:00:00Z,,,
INFL-INF18,inflammation,evening_primrose,split,standardized protocol 18,recovery,medium,P1,PMID: 451018,pending,,,Track inflammatory biomarkers for evening_primrose entry 18,2024-05-01T00:00:00Z,,,
INFL-INF19,inflammation,black_currant,merge,standardized protocol 19,joint_pain,medium,P1,PMID: 451019,pending,,,Track inflammatory biomarkers for black_currant entry 19,2024-05-01T00:00:00Z,,,
INFL-INF20,inflammation,arnica,merge,standardized protocol 20,skin_inflammation,low,P2,PMID: 451020,pending,,,Track inflammatory biomarkers for arnica entry 20,2024-05-01T00:00:00Z,,,
LONG-LON01,longevity,nicotinamide_riboside,merge,standardized protocol 1,cellular_ageing,high,P0,PMID: 521001,pending,,,Summarize longevity markers for nicotinamide_riboside study 1,2024-05-01T00:00:00Z,,,
LONG-LON02,longevity,nicotinamide_mononucleotide,merge,standardized protocol 2,mitochondrial_function,medium,P1,PMID: 521002,pending,,,Summarize longevity markers for nicotinamide_mononucleotide study 2,2024-05-01T00:00:00Z,,,
LONG-LON03,longevity,resveratrol,split,standardized protocol 3,telomere_support,medium,P1,PMID: 521003,pending,,,Summarize longevity markers for resveratrol study 3,2024-05-01T00:00:00Z,,,
LONG-LON04,longevity,pterostilbene,merge,standardized protocol 4,cellular_ageing,low,P2,PMID: 521004,pending,,,Summarize longevity markers for pterostilbene study 4,2024-05-01T00:00:00Z,,,
LONG-LON05,longevity,fisetin,merge,standardized protocol 5,cellular_ageing,high,P0,PMID: 521005,pending,,,Summarize longevity markers for fisetin study 5,2024-05-01T00:00:00Z,,,
LONG-LON06,longevity,quercetin,split,standardized protocol 6,mitochondrial_function,medium,P1,PMID: 521006,pending,,,Summarize longevity markers for quercetin study 6,2024-05-01T00:00:00Z,,,
LONG-LON07,longevity,spermidine,merge,standardized protocol 7,telomere_support,medium,P1,PMID: 521007,pending,,,Summarize longevity markers for spermidine study 7,2024-05-01T00:00:00Z,,,
LONG-LON08,longevity,taurine,merge,standardized protocol 8,cellular_ageing,low,P2,PMID: 521008,pending,,,Summarize longevity markers for taurine study 8,2024-05-01T00:00:00Z,,,
LONG-LON09,longevity,melatonin,split,standardized protocol 9,cellular_ageing,high,P0,PMID: 521009,pending,,,Summarize longevity markers for melatonin study 9,2024-05-01T00:00:00Z,,,
LONG-LON10,longevity,coq10,merge,standardized protocol 10,mitochondrial_function,medium,P1,PMID: 521010,pending,,,Summarize longevity markers for coq10 study 10,2024-05-01T00:00:00Z,,,
LONG-LON11,longevity,astaxanthin,merge,standardized protocol 11,telomere_support,medium,P1,PMID: 521011,pending,,,Summarize longevity markers for astaxanthin study 11,2024-05-01T00:00:00Z,,,
LONG-LON12,longevity,urolithin_a,split,standardized protocol 12,cellular_ageing,low,P2,PMID: 521012,pending,,,Summarize longevity markers for urolithin_a study 12,2024-05-01T00:00:00Z,,,
LONG-LON13,longevity,alpha_ketoglutarate,merge,standardized protocol 13,cellular_ageing,high,P0,PMID: 521013,pending,,,Summarize longevity markers for alpha_ketoglutarate study 13,2024-05-01T00:00:00Z,,,
LONG-LON14,longevity,collagen,merge,standardized protocol 14,mitochondrial_function,medium,P1,PMID: 521014,pending,,,Summarize longevity markers for collagen study 14,2024-05-01T00:00:00Z,,,
LONG-LON15,longevity,glutathione,split,standardized protocol 15,telomere_support,medium,P1,PMID: 521015,pending,,,Summarize longevity markers for glutathione study 15,2024-05-01T00:00:00Z,,,
LONG-LON16,longevity,curcumin,merge,standardized protocol 16,cellular_ageing,low,P2,PMID: 521016,pending,,,Summarize longevity markers for curcumin study 16,2024-05-01T00:00:00Z,,,
LONG-LON17,longevity,berberine,merge,standardized protocol 17,cellular_ageing,high,P0,PMID: 521017,pending,,,Summarize longevity markers for berberine study 17,2024-05-01T00:00:00Z,,,
LONG-LON18,longevity,metformin_analog,split,standardized protocol 18,mitochondrial_function,medium,P1,PMID: 521018,pending,,,Summarize longevity markers for metformin_analog study 18,2024-05-01T00:00:00Z,,,
LONG-LON19,longevity,rapamycin_microdose,merge,standardized protocol 19,telomere_support,medium,P1,PMID: 521019,pending,,,Summarize longevity markers for rapamycin_microdose study 19,2024-05-01T00:00:00Z,,,
LONG-LON20,longevity,omega_3,merge,standardized protocol 20,cellular_ageing,low,P2,PMID: 521020,pending,,,Summarize longevity markers for omega_3 study 20,2024-05-01T00:00:00Z,,,
MUSC-MSK01,musculoskeletal,collagen,merge,standardized protocol 1,joint_health,high,P0,PMID: 631001,pending,,,Capture musculoskeletal endpoints for collagen program 1,2024-05-01T00:00:00Z,,,
MUSC-MSK02,musculoskeletal,glucosamine,merge,standardized protocol 2,bone_density,medium,P1,PMID: 631002,pending,,,Capture musculoskeletal endpoints for glucosamine program 2,2024-05-01T00:00:00Z,,,
MUSC-MSK03,musculoskeletal,chondroitin,split,standardized protocol 3,muscle_recovery,medium,P1,PMID: 631003,pending,,,Capture musculoskeletal endpoints for chondroitin program 3,2024-05-01T00:00:00Z,,,
MUSC-MSK04,musculoskeletal,msm,merge,standardized protocol 4,strength,low,P2,PMID: 631004,pending,,,Capture musculoskeletal endpoints for msm program 4,2024-05-01T00:00:00Z,,,
MUSC-MSK05,musculoskeletal,turmeric,merge,standardized protocol 5,joint_health,high,P0,PMID: 631005,pending,,,Capture musculoskeletal endpoints for turmeric program 5,2024-05-01T00:00:00Z,,,
MUSC-MSK06,musculoskeletal,boswellia,split,standardized protocol 6,bone_density,medium,P1,PMID: 631006,pending,,,Capture musculoskeletal endpoints for boswellia program 6,2024-05-01T00:00:00Z,,,
MUSC-MSK07,musculoskeletal,hyaluronic_acid,merge,standardized protocol 7,muscle_recovery,medium,P1,PMID: 631007,pending,,,Capture musculoskeletal endpoints for hyaluronic_acid program 7,2024-05-01T00:00:00Z,,,
MUSC-MSK08,musculoskeletal,vitamin_d,merge,standardized protocol 8,strength,low,P2,PMID: 631008,pending,,,Capture musculoskeletal endpoints for vitamin_d program 8,2024-05-01T00:00:00Z,,,
MUSC-MSK09,musculoskeletal,calcium,split,standardized protocol 9,joint_health,high,P0,PMID: 631009,pending,,,Capture musculoskeletal endpoints for calcium program 9,2024-05-01T00:00:00Z,,,
MUSC-MSK10,musculoskeletal,magnesium,merge,standardized protocol 10,bone_density,medium,P1,PMID: 631010,pending,,,Capture musculoskeletal endpoints for magnesium program 10,2024-05-01T00:00:00Z,,,
MUSC-MSK11,musculoskeletal,creatine,merge,standardized protocol 11,muscle_recovery,medium,P1,PMID: 631011,pending,,,Capture musculoskeletal endpoints for creatine program 11,2024-05-01T00:00:00Z,,,
MUSC-MSK12,musculoskeletal,beta_alanine,split,standardized protocol 12,strength,low,P2,PMID: 631012,pending,,,Capture musculoskeletal endpoints for beta_alanine program 12,2024-05-01T00:00:00Z,,,
MUSC-MSK13,musculoskeletal,l_carnitine,merge,standardized protocol 13,joint_health,high,P0,PMID: 631013,pending,,,Capture musculoskeletal endpoints for l_carnitine program 13,2024-05-01T00:00:00Z,,,
MUSC-MSK14,musculoskeletal,citrulline,merge,standardized protocol 14,bone_density,medium,P1,PMID: 631014,pending,,,Capture musculoskeletal endpoints for citrulline program 14,2024-05-01T00:00:00Z,,,
MUSC-MSK15,musculoskeletal,beetroot,split,standardized protocol 15,muscle_recovery,medium,P1,PMID: 631015,pending,,,Capture musculoskeletal endpoints for beetroot program 15,2024-05-01T00:00:00Z,,,
MUSC-MSK16,musculoskeletal,omega_3,merge,standardized protocol 16,strength,low,P2,PMID: 631016,pending,,,Capture musculoskeletal endpoints for omega_3 program 16,2024-05-01T00:00:00Z,,,
MUSC-MSK17,musculoskeletal,whey_protein,merge,standardized protocol 17,joint_health,high,P0,PMID: 631017,pending,,,Capture musculoskeletal endpoints for whey_protein program 17,2024-05-01T00:00:00Z,,,
MUSC-MSK18,musculoskeletal,casein,split,standardized protocol 18,bone_density,medium,P1,PMID: 631018,pending,,,Capture musculoskeletal endpoints for casein program 18,2024-05-01T00:00:00Z,,,
MUSC-MSK19,musculoskeletal,pea_protein,merge,standardized protocol 19,muscle_recovery,medium,P1,PMID: 631019,pending,,,Capture musculoskeletal endpoints for pea_protein program 19,2024-05-01T00:00:00Z,,,
MUSC-MSK20,musculoskeletal,collagen_peptides,merge,standardized protocol 20,strength,low,P2,PMID: 631020,pending,,,Capture musculoskeletal endpoints for collagen_peptides program 20,2024-05-01T00:00:00Z,,,
IMM-IMM01,immune,echinacea,merge,standardized protocol 1,upper_respiratory,high,P0,PMID: 711001,pending,,,Document immune outcomes for echinacea cohort 1,2024-05-01T00:00:00Z,,,
IMM-IMM02,immune,elderberry,merge,standardized protocol 2,immune_modulation,medium,P1,PMID: 711002,pending,,,Document immune outcomes for elderberry cohort 2,2024-05-01T00:00:00Z,,,
IMM-IMM03,immune,vitamin_c,split,standardized protocol 3,antiviral_support,medium,P1,PMID: 711003,pending,,,Document immune outcomes for vitamin_c cohort 3,2024-05-01T00:00:00Z,,,
IMM-IMM04,immune,vitamin_d,merge,standardized protocol 4,upper_respiratory,low,P2,PMID: 711004,pending,,,Document immune outcomes for vitamin_d cohort 4,2024-05-01T00:00:00Z,,,
IMM-IMM05,immune,zinc,merge,standardized protocol 5,upper_respiratory,high,P0,PMID: 711005,pending,,,Document immune outcomes for zinc cohort 5,2024-05-01T00:00:00Z,,,
IMM-IMM06,immune,selenium,split,standardized protocol 6,immune_modulation,medium,P1,PMID: 711006,pending,,,Document immune outcomes for selenium cohort 6,2024-05-01T00:00:00Z,,,
IMM-IMM07,immune,beta_glucans,merge,standardized protocol 7,antiviral_support,medium,P1,PMID: 711007,pending,,,Document immune outcomes for beta_glucans cohort 7,2024-05-01T00:00:00Z,,,
IMM-IMM08,immune,colostrum,merge,standardized protocol 8,upper_respiratory,low,P2,PMID: 711008,pending,,,Document immune outcomes for colostrum cohort 8,2024-05-01T00:00:00Z,,,
IMM-IMM09,immune,propolis,split,standardized protocol 9,upper_respiratory,high,P0,PMID: 711009,pending,,,Document immune outcomes for propolis cohort 9,2024-05-01T00:00:00Z,,,
IMM-IMM10,immune,andrographis,merge,standardized protocol 10,immune_modulation,medium,P1,PMID: 711010,pending,,,Document immune outcomes for andrographis cohort 10,2024-05-01T00:00:00Z,,,
IMM-IMM11,immune,quercetin,merge,standardized protocol 11,antiviral_support,medium,P1,PMID: 711011,pending,,,Document immune outcomes for quercetin cohort 11,2024-05-01T00:00:00Z,,,
IMM-IMM12,immune,n_acetyl_cysteine,split,standardized protocol 12,upper_respiratory,low,P2,PMID: 711012,pending,,,Document immune outcomes for n_acetyl_cysteine cohort 12,2024-05-01T00:00:00Z,,,
IMM-IMM13,immune,glutathione,merge,standardized protocol 13,upper_respiratory,high,P0,PMID: 711013,pending,,,Document immune outcomes for glutathione cohort 13,2024-05-01T00:00:00Z,,,
IMM-IMM14,immune,spirulina,merge,standardized protocol 14,immune_modulation,medium,P1,PMID: 711014,pending,,,Document immune outcomes for spirulina cohort 14,2024-05-01T00:00:00Z,,,
IMM-IMM15,immune,chlorella,split,standardized protocol 15,antiviral_support,medium,P1,PMID: 711015,pending,,,Document immune outcomes for chlorella cohort 15,2024-05-01T00:00:00Z,,,
IMM-IMM16,immune,cordyceps,merge,standardized protocol 16,upper_respiratory,low,P2,PMID: 711016,pending,,,Document immune outcomes for cordyceps cohort 16,2024-05-01T00:00:00Z,,,
IMM-IMM17,immune,reishi,merge,standardized protocol 17,upper_respiratory,high,P0,PMID: 711017,pending,,,Document immune outcomes for reishi cohort 17,2024-05-01T00:00:00Z,,,
IMM-IMM18,immune,maitake,split,standardized protocol 18,immune_modulation,medium,P1,PMID: 711018,pending,,,Document immune outcomes for maitake cohort 18,2024-05-01T00:00:00Z,,,
IMM-IMM19,immune,shiitake,merge,standardized protocol 19,antiviral_support,medium,P1,PMID: 711019,pending,,,Document immune outcomes for shiitake cohort 19,2024-05-01T00:00:00Z,,,
IMM-IMM20,immune,turkey_tail,merge,standardized protocol 20,upper_respiratory,low,P2,PMID: 711020,pending,,,Document immune outcomes for turkey_tail cohort 20,2024-05-01T00:00:00Z,,,
ENDO-END01,endocrine,inositol,merge,standardized protocol 1,pcos_support,high,P0,PMID: 821001,pending,,,Capture endocrine metrics for inositol case 1,2024-05-01T00:00:00Z,,,
ENDO-END02,endocrine,berberine,merge,standardized protocol 2,thyroid_support,medium,P1,PMID: 821002,pending,,,Capture endocrine metrics for berberine case 2,2024-05-01T00:00:00Z,,,
ENDO-END03,endocrine,ashwagandha,split,standardized protocol 3,testosterone_balance,medium,P1,PMID: 821003,pending,,,Capture endocrine metrics for ashwagandha case 3,2024-05-01T00:00:00Z,,,
ENDO-END04,endocrine,maca,merge,standardized protocol 4,menopause_support,low,P2,PMID: 821004,pending,,,Capture endocrine metrics for maca case 4,2024-05-01T00:00:00Z,,,
ENDO-END05,endocrine,tribulus,merge,standardized protocol 5,pcos_support,high,P0,PMID: 821005,pending,,,Capture endocrine metrics for tribulus case 5,2024-05-01T00:00:00Z,,,
ENDO-END06,endocrine,vitex,split,standardized protocol 6,thyroid_support,medium,P1,PMID: 821006,pending,,,Capture endocrine metrics for vitex case 6,2024-05-01T00:00:00Z,,,
ENDO-END07,endocrine,black_cohosh,merge,standardized protocol 7,testosterone_balance,medium,P1,PMID: 821007,pending,,,Capture endocrine metrics for black_cohosh case 7,2024-05-01T00:00:00Z,,,
ENDO-END08,endocrine,evening_primrose,merge,standardized protocol 8,menopause_support,low,P2,PMID: 821008,pending,,,Capture endocrine metrics for evening_primrose case 8,2024-05-01T00:00:00Z,,,
ENDO-END09,endocrine,dhea,split,standardized protocol 9,pcos_support,high,P0,PMID: 821009,pending,,,Capture endocrine metrics for dhea case 9,2024-05-01T00:00:00Z,,,
ENDO-END10,endocrine,pregnenolone,merge,standardized protocol 10,thyroid_support,medium,P1,PMID: 821010,pending,,,Capture endocrine metrics for pregnenolone case 10,2024-05-01T00:00:00Z,,,
ENDO-END11,endocrine,vitamin_d,merge,standardized protocol 11,testosterone_balance,medium,P1,PMID: 821011,pending,,,Capture endocrine metrics for vitamin_d case 11,2024-05-01T00:00:00Z,,,
ENDO-END12,endocrine,magnesium,split,standardized protocol 12,menopause_support,low,P2,PMID: 821012,pending,,,Capture endocrine metrics for magnesium case 12,2024-05-01T00:00:00Z,,,
ENDO-END13,endocrine,chromium,merge,standardized protocol 13,pcos_support,high,P0,PMID: 821013,pending,,,Capture endocrine metrics for chromium case 13,2024-05-01T00:00:00Z,,,
ENDO-END14,endocrine,alpha_lipoic_acid,merge,standardized protocol 14,thyroid_support,medium,P1,PMID: 821014,pending,,,Capture endocrine metrics for alpha_lipoic_acid case 14,2024-05-01T00:00:00Z,,,
ENDO-END15,endocrine,fenugreek,split,standardized protocol 15,testosterone_balance,medium,P1,PMID: 821015,pending,,,Capture endocrine metrics for fenugreek case 15,2024-05-01T00:00:00Z,,,
ENDO-END16,endocrine,saw_palmetto,merge,standardized protocol 16,menopause_support,low,P2,PMID: 821016,pending,,,Capture endocrine metrics for saw_palmetto case 16,2024-05-01T00:00:00Z,,,
ENDO-END17,endocrine,pygeum,merge,standardized protocol 17,pcos_support,high,P0,PMID: 821017,pending,,,Capture endocrine metrics for pygeum case 17,2024-05-01T00:00:00Z,,,
ENDO-END18,endocrine,beta_sitosterol,split,standardized protocol 18,thyroid_support,medium,P1,PMID: 821018,pending,,,Capture endocrine metrics for beta_sitosterol case 18,2024-05-01T00:00:00Z,,,
ENDO-END19,endocrine,myo_inositol,merge,standardized protocol 19,testosterone_balance,medium,P1,PMID: 821019,pending,,,Capture endocrine metrics for myo_inositol case 19,2024-05-01T00:00:00Z,,,
ENDO-END20,endocrine,nac,merge,standardized protocol 20,menopause_support,low,P2,PMID: 821020,pending,,,Capture endocrine metrics for nac case 20,2024-05-01T00:00:00Z,,,
