entry_id,category,substance,formulation_policy,formulation_detail,primary_indication,priority,evidence_tier,source_hint,status,assignee,final_tier,notes,last_updated,algo_version_pinned,data_freeze_policy,deprecation_policy
LONG-LON19,longevity,rapamycin_microdose,merge,standardized protocol 19,telomere_support,medium,P1,PMID: 521019,pending,,,Summarize longevity markers for rapamycin_microdose study 19,2024-05-01T00:00:00Z,,,
MUSC-MSK01,musculoskeletal,collagen,merge,standardized protocol 1,joint_health,high,P0,PMID: 631001,pending,,,Capture musculoskeletal endpoints for collagen program 1,2024-05-01T00:00:00Z,,,
MUSC-MSK02,musculoskeletal,glucosamine,merge,standardized protocol 2,bone_density,medium,P1,PMID: 631002,pending,,,Capture musculoskeletal endpoints for glucosamine program 2,2024-05-01T00:00:00Z,,,
MUSC-MSK03,musculoskeletal,chondroitin,split,standardized protocol 3,muscle_recovery,medium,P1,PMID: 631003,pending,,,Capture musculoskeletal endpoints for chondroitin program 3,2024-05-01T00:00:00Z,,,
MUSC-MSK05,musculoskeletal,turmeric,merge,standardized protocol 5,joint_health,high,P0,PMID: 631005,pending,,,Capture musculoskeletal endpoints for turmeric program 5,2024-05-01T00:00:00Z,,,
MUSC-MSK06,musculoskeletal,boswellia,split,standardized protocol 6,bone_density,medium,P1,PMID: 631006,pending,,,Capture musculoskeletal endpoints for boswellia program 6,2024-05-01T00:00:00Z,,,
MUSC-MSK07,musculoskeletal,hyaluronic_acid,merge,standardized protocol 7,muscle_recovery,medium,P1,PMID: 631007,pending,,,Capture musculoskeletal endpoints for hyaluronic_acid program 7,2024-05-01T00:00:00Z,,,
MUSC-MSK09,musculoskeletal,calcium,split,standardized protocol 9,joint_health,high,P0,PMID: 631009,pending,,,Capture musculoskeletal endpoints for calcium program 9,2024-05-01T00:00:00Z,,,
MUSC-MSK10,musculoskeletal,magnesium,merge,standardized protocol 10,bone_density,medium,P1,PMID: 631010,pending,,,Capture musculoskeletal endpoints for magnesium program 10,2024-05-01T00:00:00Z,,,
MUSC-MSK11,musculoskeletal,creatine,merge,standardized protocol 11,muscle_recovery,medium,P1,PMID: 631011,pending,,,Capture musculoskeletal endpoints for creatine program 11,2024-05-01T00:00:00Z,,,
MUSC-MSK13,musculoskeletal,l_carnitine,merge,standardized protocol 13,joint_health,high,P0,PMID: 631013,pending,,,Capture musculoskeletal endpoints for l_carnitine program 13,2024-05-01T00:00:00Z,,,
MUSC-MSK14,musculoskeletal,citrulline,merge,standardized protocol 14,bone_density,medium,P1,PMID: 631014,pending,,,Capture musculoskeletal endpoints for citrulline program 14,2024-05-01T00:00:00Z,,,
MUSC-MSK15,musculoskeletal,beetroot,split,standardized protocol 15,muscle_recovery,medium,P1,PMID: 631015,pending,,,Capture musculoskeletal endpoints for beetroot program 15,2024-05-01T00:00:00Z,,,
MUSC-MSK17,musculoskeletal,whey_protein,merge,standardized protocol 17,joint_health,high,P0,PMID: 631017,pending,,,Capture musculoskeletal endpoints for whey_protein program 17,2024-05-01T00:00:00Z,,,
MUSC-MSK18,musculoskeletal,casein,split,standardized protocol 18,bone_density,medium,P1,PMID: 631018,pending,,,Capture musculoskeletal endpoints for casein program 18,2024-05-01T00:00:00Z,,,
MUSC-MSK19,musculoskeletal,pea_protein,merge,standardized protocol 19,muscle_recovery,medium,P1,PMID: 631019,pending,,,Capture musculoskeletal endpoints for pea_protein program 19,2024-05-01T00:00:00Z,,,
IMM-IMM01,immune,echinacea,merge,standardized protocol 1,upper_respiratory,high,P0,PMID: 711001,completed,automation,Gold,"Document immune outcomes for echinacea cohort 1
Batch generated on 2025-10-24T08:19:09.459179+00:00",2025-10-24T08:19:09.459226,,,
IMM-IMM02,immune,elderberry,merge,standardized protocol 2,immune_modulation,medium,P1,PMID: 711002,completed,automation,Gold,"Document immune outcomes for elderberry cohort 2
Batch generated on 2025-10-24T08:19:09.578910+00:00",2025-10-24T08:19:09.578980,,,
IMM-IMM03,immune,vitamin_c,split,standardized protocol 3,antiviral_support,medium,P1,PMID: 711003,completed,automation,Gold,"Document immune outcomes for vitamin_c cohort 3
Batch generated on 2025-10-24T08:19:09.701680+00:00",2025-10-24T08:19:09.701728,,,
IMM-IMM05,immune,zinc,merge,standardized protocol 5,upper_respiratory,high,P0,PMID: 711005,completed,automation,Gold,"Document immune outcomes for zinc cohort 5
Batch generated on 2025-10-24T08:19:09.944692+00:00",2025-10-24T08:19:09.944813,,,
IMM-IMM06,immune,selenium,split,standardized protocol 6,immune_modulation,medium,P1,PMID: 711006,completed,automation,Gold,"Document immune outcomes for selenium cohort 6
Batch generated on 2025-10-24T08:19:10.089251+00:00",2025-10-24T08:19:10.089286,,,
IMM-IMM07,immune,beta_glucans,merge,standardized protocol 7,antiviral_support,medium,P1,PMID: 711007,completed,automation,Gold,"Document immune outcomes for beta_glucans cohort 7
Batch generated on 2025-10-24T08:19:10.199553+00:00",2025-10-24T08:19:10.199601,,,
IMM-IMM09,immune,propolis,split,standardized protocol 9,upper_respiratory,high,P0,PMID: 711009,completed,automation,Gold,"Document immune outcomes for propolis cohort 9
Batch generated on 2025-10-24T08:19:10.450040+00:00",2025-10-24T08:19:10.450075,,,
IMM-IMM10,immune,andrographis,merge,standardized protocol 10,immune_modulation,medium,P1,PMID: 711010,completed,automation,Gold,"Document immune outcomes for andrographis cohort 10
Batch generated on 2025-10-24T08:19:10.570917+00:00",2025-10-24T08:19:10.570963,,,
IMM-IMM11,immune,quercetin,merge,standardized protocol 11,antiviral_support,medium,P1,PMID: 711011,completed,automation,Gold,"Document immune outcomes for quercetin cohort 11
Batch generated on 2025-10-24T08:19:10.689532+00:00",2025-10-24T08:19:10.689603,,,
IMM-IMM13,immune,glutathione,merge,standardized protocol 13,upper_respiratory,high,P0,PMID: 711013,completed,automation,Gold,"Document immune outcomes for glutathione cohort 13
Batch generated on 2025-10-24T08:19:10.917171+00:00",2025-10-24T08:19:10.917235,,,
IMM-IMM14,immune,spirulina,merge,standardized protocol 14,immune_modulation,medium,P1,PMID: 711014,completed,automation,Gold,"Document immune outcomes for spirulina cohort 14
Batch generated on 2025-10-24T08:19:11.013980+00:00",2025-10-24T08:19:11.014041,,,
IMM-IMM15,immune,chlorella,split,standardized protocol 15,antiviral_support,medium,P1,PMID: 711015,completed,automation,Gold,"Document immune outcomes for chlorella cohort 15
Batch generated on 2025-10-24T08:19:11.117077+00:00",2025-10-24T08:19:11.117139,,,
IMM-IMM17,immune,reishi,merge,standardized protocol 17,upper_respiratory,high,P0,PMID: 711017,completed,automation,Gold,"Document immune outcomes for reishi cohort 17
Batch generated on 2025-10-24T08:19:11.318442+00:00",2025-10-24T08:19:11.318490,,,
IMM-IMM18,immune,maitake,split,standardized protocol 18,immune_modulation,medium,P1,PMID: 711018,completed,automation,Gold,"Document immune outcomes for maitake cohort 18
Batch generated on 2025-10-24T08:19:11.417523+00:00",2025-10-24T08:19:11.417565,,,
IMM-IMM19,immune,shiitake,merge,standardized protocol 19,antiviral_support,medium,P1,PMID: 711019,completed,automation,Gold,"Document immune outcomes for shiitake cohort 19
Batch generated on 2025-10-24T08:19:11.515321+00:00",2025-10-24T08:19:11.515356,,,
ENDO-END01,endocrine,inositol,merge,standardized protocol 1,pcos_support,high,P0,PMID: 821001,pending,,,Capture endocrine metrics for inositol case 1,2024-05-01T00:00:00Z,,,
ENDO-END02,endocrine,berberine,merge,standardized protocol 2,thyroid_support,medium,P1,PMID: 821002,pending,,,Capture endocrine metrics for berberine case 2,2024-05-01T00:00:00Z,,,
ENDO-END03,endocrine,ashwagandha,split,standardized protocol 3,testosterone_balance,medium,P1,PMID: 821003,pending,,,Capture endocrine metrics for ashwagandha case 3,2024-05-01T00:00:00Z,,,
ENDO-END05,endocrine,tribulus,merge,standardized protocol 5,pcos_support,high,P0,PMID: 821005,pending,,,Capture endocrine metrics for tribulus case 5,2024-05-01T00:00:00Z,,,
ENDO-END06,endocrine,vitex,split,standardized protocol 6,thyroid_support,medium,P1,PMID: 821006,pending,,,Capture endocrine metrics for vitex case 6,2024-05-01T00:00:00Z,,,
ENDO-END07,endocrine,black_cohosh,merge,standardized protocol 7,testosterone_balance,medium,P1,PMID: 821007,pending,,,Capture endocrine metrics for black_cohosh case 7,2024-05-01T00:00:00Z,,,
ENDO-END09,endocrine,dhea,split,standardized protocol 9,pcos_support,high,P0,PMID: 821009,pending,,,Capture endocrine metrics for dhea case 9,2024-05-01T00:00:00Z,,,
ENDO-END10,endocrine,pregnenolone,merge,standardized protocol 10,thyroid_support,medium,P1,PMID: 821010,pending,,,Capture endocrine metrics for pregnenolone case 10,2024-05-01T00:00:00Z,,,
ENDO-END11,endocrine,vitamin_d,merge,standardized protocol 11,testosterone_balance,medium,P1,PMID: 821011,pending,,,Capture endocrine metrics for vitamin_d case 11,2024-05-01T00:00:00Z,,,
ENDO-END13,endocrine,chromium,merge,standardized protocol 13,pcos_support,high,P0,PMID: 821013,pending,,,Capture endocrine metrics for chromium case 13,2024-05-01T00:00:00Z,,,
ENDO-END14,endocrine,alpha_lipoic_acid,merge,standardized protocol 14,thyroid_support,medium,P1,PMID: 821014,pending,,,Capture endocrine metrics for alpha_lipoic_acid case 14,2024-05-01T00:00:00Z,,,
ENDO-END15,endocrine,fenugreek,split,standardized protocol 15,testosterone_balance,medium,P1,PMID: 821015,pending,,,Capture endocrine metrics for fenugreek case 15,2024-05-01T00:00:00Z,,,
ENDO-END17,endocrine,pygeum,merge,standardized protocol 17,pcos_support,high,P0,PMID: 821017,pending,,,Capture endocrine metrics for pygeum case 17,2024-05-01T00:00:00Z,,,
ENDO-END18,endocrine,beta_sitosterol,split,standardized protocol 18,thyroid_support,medium,P1,PMID: 821018,pending,,,Capture endocrine metrics for beta_sitosterol case 18,2024-05-01T00:00:00Z,,,
ENDO-END19,endocrine,myo_inositol,merge,standardized protocol 19,testosterone_balance,medium,P1,PMID: 821019,pending,,,Capture endocrine metrics for myo_inositol case 19,2024-05-01T00:00:00Z,,,
MH-ASH-CORT,mental_health,ashwagandha,merge,standardized KSM-66 dosing with salivary cortisol tracking,stress_resilience,high,P0,PMID: 33245287,pending,,,Integrate cortisol awakening response panels,2025-02-15T00:00:00Z,,,
MH-SAFR-MOOD,mental_health,saffron,merge,affron extract vs whole stigma capsules,depressive_symptoms,high,P0,PMID: 30126126,pending,,,Monitor mood state inventories and sleep spillover,2025-02-15T00:00:00Z,,,
MH-OMEGA-DEP,mental_health,omega_3,split,epa dominant vs dha balanced formulations,major_depression,medium,P1,PMID: 35952512,pending,,,Capture inflammatory biomarkers alongside mood endpoints,2025-02-15T00:00:00Z,,,
MH-PROBIO-AXIS,mental_health,probiotic_blend,split,multi strain psychobiotic vs single strain,gut_brain_axis,medium,P1,PMID: 36202138,pending,,,Align with gut microbiome sequencing substudies,2025-02-15T00:00:00Z,,,
MH-LTHR-GABA,mental_health,l_theanine,merge,200mg evening dosing with eeg alpha monitoring,anxiety_management,medium,P1,PMID: 28941944,pending,,,Track acute vs chronic anxiolytic response windows,2025-02-15T00:00:00Z,,,
MH-LTRP-SEROTONIN,mental_health,l_tryptophan,merge,carbohydrate pairing vs isolated dosing,serotonin_modulation,medium,P1,PMID: 29279602,pending,,,Incorporate melatonin coadministration sensitivity analysis,2025-02-15T00:00:00Z,,,
MH-MAG-GLYC,mental_health,magnesium_glycinate,merge,evening glycinate with rumination tracking,generalized_anxiety,medium,P1,PMID: 33609010,pending,,,Document subjective calmness and sleep overlap,2025-02-15T00:00:00Z,,,
MH-RHOD-BURNOUT,mental_health,rhodiola,split,shr-5 vs salidroside enriched extracts,burnout_recovery,medium,P1,PMID: 31360150,pending,,,Focus on occupational burnout indexes and fatigue scores,2025-02-15T00:00:00Z,,,
CARD-OMEGA-TRIG,cardiovascular,omega_3,merge,triglyceride lowering marine oil vs algae oil,hypertriglyceridemia,high,P0,PMID: 35861307,pending,,,Stratify diabetics vs non diabetics for lipid outcomes,2025-02-16T00:00:00Z,,,
CARD-COQ10-HF,cardiovascular,coq10,merge,ubiquinol vs ubiquinone titration,heart_failure,high,P0,PMID: 35125316,pending,,,Include nt pro bnp shifts and exercise tolerance metrics,2025-02-16T00:00:00Z,,,
CARD-GARL-BP,cardiovascular,garlic,merge,aged extract vs powdered tablet,hypertension,medium,P1,PMID: 35478241,pending,,,Capture ambulatory blood pressure monitoring protocols,2025-02-16T00:00:00Z,,,
CARD-HAW-OUTPUT,cardiovascular,hawthorn,merge,standardized flavonoid extract,cardiac_output,medium,P1,PMID: 33098755,pending,,,Include six minute walk test harmonization,2025-02-16T00:00:00Z,,,
CARD-BERG-LIPID,cardiovascular,bergamot,merge,polyphenolic fraction titration,ldl_management,medium,P1,PMID: 33410751,pending,,,Track lipoprotein particle size responses,2025-02-16T00:00:00Z,,,
CARD-BEET-NO,cardiovascular,beetroot,split,juice concentrate vs nitrate capsule,endothelial_function,medium,P1,PMID: 35240163,pending,,,Pair flow mediated dilation with nitric oxide biomarkers,2025-02-16T00:00:00Z,,,
CARD-NATT-FIB,cardiovascular,nattokinase,merge,dose escalation for fibrinogen clearance,thrombotic_risk,medium,P1,PMID: 36124077,pending,,,Assess coagulation panels and bleeding events,2025-02-16T00:00:00Z,,,
CARD-RESV-ENDO,cardiovascular,resveratrol,split,trans-resveratrol vs polydatin,endothelial_health,medium,P1,PMID: 34741784,pending,,,Tie microvascular imaging to metabolic markers,2025-02-16T00:00:00Z,,,
CARD-TAUR-BP,cardiovascular,taurine,merge,1500mg dosing with potassium cofactor,blood_pressure_control,medium,P1,PMID: 34550123,pending,,,Measure nocturnal dipping status and arrhythmia surveillance,2025-02-16T00:00:00Z,,,
MET-GLUC-BER,metabolic,berberine,merge,sustained release matrix,glucose_management,high,P0,PMID: 35541321,completed,automation,Gold,"Compare with metformin standard of care arms
Batch generated on 2025-10-24T08:19:11.719269+00:00",2025-10-24T08:19:11.719335,,,
MET-CINN-A1C,metabolic,cinnamon,merge,water soluble extract titration,hba1c_reduction,medium,P1,PMID: 35013202,completed,automation,Gold,"Track dosing adherence via sachet count
Batch generated on 2025-10-24T08:19:11.822136+00:00",2025-10-24T08:19:11.822203,,,
MET-ALA-MITO,metabolic,alpha_lipoic_acid,merge,racemic vs r isomer protocols,mitochondrial_support,medium,P1,PMID: 36166248,completed,automation,Gold,"Capture neuropathy symptom relief concurrently
Batch generated on 2025-10-24T08:19:11.955923+00:00",2025-10-24T08:19:11.955957,,,
MET-OMEGA-PREDIAB,metabolic,omega_3,split,epa ethyl ester vs triglyceride form,prediabetes,medium,P1,PMID: 35755209,completed,automation,Gold,"Integrate insulin clamp substudy data
Batch generated on 2025-10-24T08:19:12.058569+00:00",2025-10-24T08:19:12.058632,,,
MET-INOS-OVUL,metabolic,myo_inositol,split,myo plus d chiro ratio comparison,ovulatory_dysfunction,medium,P1,PMID: 34098124,completed,automation,Gold,"Monitor ovarian reserve and metabolic syndrome markers
Batch generated on 2025-10-24T08:19:12.158049+00:00",2025-10-24T08:19:12.158085,,,
MET-GLP-FIBER,metabolic,prebiotic_fiber,merge,partially hydrolyzed guar vs inulin,glp1_modulation,medium,P1,PMID: 36256014,completed,automation,Gold,"Tie gut hormone sampling to satiety metrics
Batch generated on 2025-10-24T08:19:12.355168+00:00",2025-10-24T08:19:12.355215,,,
MET-CURC-METAB,metabolic,curcumin,split,theracurmin vs phytosome blend,metabolic_syndrome,medium,P1,PMID: 33162769,completed,automation,Gold,"Capture waist circumference and inflammatory cytokines
Batch generated on 2025-10-24T08:19:12.456080+00:00",2025-10-24T08:19:12.456141,,,
IMM-ELDER-URTI,immune_health,elderberry,merge,anthocyanin standardized syrup,upper_respiratory_infections,medium,P1,PMID: 32087100,completed,automation,Gold,"Document viral load and symptom duration metrics
Batch generated on 2025-10-24T08:19:12.561455+00:00",2025-10-24T08:19:12.561490,,,
IMM-BCP-IMM,immune_health,black_cumin_seed,merge,thymoquinone rich oil,immune_modulation,medium,P1,PMID: 35295041,completed,automation,Gold,"Align cytokine profiling with clinical outcomes
Batch generated on 2025-10-24T08:19:12.658006+00:00",2025-10-24T08:19:12.658087,,,
IMM-BETA-GLUC,immune_health,beta_glucan,merge,yeast derived vs mushroom derived,immune_readiness,medium,P1,PMID: 32589619,pending,,,Include innate immunity assays and vaccine response data,2025-02-18T00:00:00Z,,,
IMM-QUERC-ALLERGY,immune_health,quercetin,merge,liposomal vs standard tablets,allergic_rhinitis,medium,P1,PMID: 33959277,pending,,,Record symptom diaries with pollen count overlays,2025-02-18T00:00:00Z,,,
IMM-LACT-ECZ,immune_health,lactobacillus_rhamnosus,split,prenatal vs postnatal supplementation,atopic_dermatitis,medium,P1,PMID: 33792759,pending,,,Segment familial allergy history cohorts,2025-02-18T00:00:00Z,,,
IMM-VITD-IMMUNE,immune_health,vitamin_d,merge,bolus vs daily maintenance dosing,immune_resilience,high,P0,PMID: 36192144,pending,,,Integrate respiratory infection severity scores,2025-02-18T00:00:00Z,,,
GUT-PROBIO-SCFAs,gut_health,probiotic_blend,merge,multi strain scfa production optimization,short_chain_fatty_acids,medium,P1,PMID: 35824610,pending,,,Pair metabolomics with symptom relief indices,2025-02-19T00:00:00Z,,,
GUT-PREBIO-BLOAT,gut_health,prebiotic_fiber,split,phgg vs partially hydrolyzed guar gum,bloating_relief,medium,P1,PMID: 33759192,pending,,,Track fermentation tolerance windows,2025-02-19T00:00:00Z,,,
GUT-BCO-IBS,gut_health,butyrate_complex,merge,tributyrin capsule vs sodium butyrate,ibs_management,medium,P1,PMID: 36577645,pending,,,Integrate stool inflammatory markers and qoli,2025-02-19T00:00:00Z,,,
GUT-PEPP-DYS,gut_health,peppermint_oil,merge,enteric coated capsule standardization,ibs_dyspepsia,medium,P1,PMID: 35582121,pending,,,Include gastric emptying scans and symptom diaries,2025-02-19T00:00:00Z,,,
GUT-ZINC-LEAK,gut_health,zinc_carnosine,merge,37.5mg vs 75mg titration,intestinal_permeability,medium,P1,PMID: 35191353,pending,,,Document lactulose mannitol ratios with histology subsets,2025-02-19T00:00:00Z,,,
LONG-NMN-LONG,longevity,nmn,merge,oral powder vs sublingual tablet,cellular_nad_support,medium,P1,PMID: 35831071,pending,,,Monitor nad metabolites and functional mobility,2025-02-20T00:00:00Z,,,
LONG-RESV-SIRT,longevity,resveratrol,merge,trans resveratrol with piperine,sirtuin_activation,medium,P1,PMID: 35461473,pending,,,Track mitochondrial respiration assays and frailty indices,2025-02-20T00:00:00Z,,,
LONG-SPERM-MITO,longevity,spermidine,merge,wheat germ extract vs synthetic,autophagy_support,medium,P1,PMID: 35141563,pending,,,Capture immune senescence markers and sleep outcomes,2025-02-20T00:00:00Z,,,
LONG-FIS-AGING,longevity,fish_oil,split,high dha vs balanced epa dha,healthy_aging,medium,P1,PMID: 34509822,pending,,,Connect telomere length change with inflammation panels,2025-02-20T00:00:00Z,,,
LONG-ASTAX-OX,longevity,astaxanthin,merge,oil based vs beadlet delivery,oxidative_stress,medium,P1,PMID: 35289177,pending,,,Document skin carotenoid scanning and lipid peroxidation,2025-02-20T00:00:00Z,,,
REN-CRTN-SAFE,renal_safety,creatine,merge,monohydrate vs buffered,long_term_safety,medium,P1,PMID: 35399650,pending,,,Integrate egfr trends and hydration monitoring,2025-02-21T00:00:00Z,,,
REN-NSAID-MIT,renal_safety,nsaid_protocol,split,rotating ibuprofen vs naproxen with hydration controls,renal_risk_mitigation,medium,P1,PMID: 34978112,pending,,,Capture cystatin c and electrolyte disturbances,2025-02-21T00:00:00Z,,,
MSK-COLL-JOINT,musculoskeletal,collagen,merge,types I and II hydrolysate comparison,joint_health,medium,P1,PMID: 35792018,pending,,,Include mri cartilage mapping and pain scales,2025-02-22T00:00:00Z,,,
MSK-BOSW-INFL,musculoskeletal,boswellia,merge,akba standardization,osteoarthritis_pain,medium,P1,PMID: 33304454,pending,,,Ensure concomitant nsaid washout enforcement,2025-02-22T00:00:00Z,,,
MSK-TURM-SPORT,musculoskeletal,curcumin,split,theracurmin vs phytosome for athletes,exercise_recovery,medium,P1,PMID: 36514401,pending,,,Correlate doms scores with ck reductions,2025-02-22T00:00:00Z,,,
ONC-MTC-ADJ,oncology_support,medicinal_mushroom_blend,merge,trametes vs lentinula extracts,adjuvant_support,medium,P1,PMID: 33147812,pending,,,Track immune reconstitution and qoli,2025-02-23T00:00:00Z,,,
ONC-CBD-SYM,oncology_support,cbd,merge,full spectrum vs isolate,symptom_management,medium,P1,PMID: 35711908,pending,,,Capture pain interference and sleep quality measures,2025-02-23T00:00:00Z,,,
ONC-OMEGA-CHEMO,oncology_support,omega_3,split,epa enriched vs balanced regimens,chemo_tolerance,medium,P1,PMID: 34685431,pending,,,Include body weight preservation and inflammatory markers,2025-02-23T00:00:00Z,,,
RESP-NAC-MUCO,respiratory,nac,merge,600mg vs 1200mg mucolytic protocols,airway_clearance,medium,P1,PMID: 33508015,pending,,,Combine spirometry and exacerbation frequency tracking,2025-02-24T00:00:00Z,,,
RESP-QUERC-LUNG,respiratory,quercetin,merge,phytosome delivery vs standard tablet,lung_inflammation,medium,P1,PMID: 35320148,pending,,,Align cytokine reductions with imaging markers,2025-02-24T00:00:00Z,,,
